,,,model,task,pe_technique,correct,total,accuracy,created_at,mean_length,median_length,std_length,min_length,max_length,mean_time_taken,median_time_taken,std_time_taken,min_time_taken,max_time_taken,total_time_taken
pythia-1.4b,strategyqa,zero-shot,pythia-1.4b,strategyqa,zero-shot,1085,2290,47.379912663755455,2024-04-10-05-00-07,5671.145851528384,3780,3881.1392821179397,136,20335,51.3876280779595,54.40544104902074,10.440666802989247,0.586054434068501,55.24351722095162,117677.66829852725
pythia-1.4b,strategyqa,null-shot,pythia-1.4b,strategyqa,null-shot,1113,2290,48.60262008733625,2024-04-11-13-41-29,10669.159388646289,11634,4038.1944064290537,99,21353,48.17069448973347,54.137641639914364,16.00258192259859,0.38968099979683757,55.13547124201432,110310.89038148965
pythia-1.4b,winogrande,zero-shot,pythia-1.4b,winogrande,zero-shot,452,1267,35.674822415153905,2024-04-12-20-20-04,7242.636937647987,4297,4604.408493109809,154,22302,51.53973184625935,54.27821321901865,11.125854919718618,0.6417986149899662,54.97733886097558,65300.840249210596
pythia-1.4b,winogrande,null-shot,pythia-1.4b,winogrande,null-shot,371,1267,29.2817679558011,2024-04-13-14-28-27,9950.87450670876,11657,4634.875146320375,113,18254,43.83225438034937,54.017822071909904,19.63350285236529,0.5441221960354596,54.72543125296943,55535.46629990265
pythia-1.4b,math-pre-algebra,zero-shot,pythia-1.4b,math-pre-algebra,zero-shot,0,871,0.0,2024-05-15-21-16-45,7104.4913892078075,7972,4121.873197789017,76,31824,41.666224919971675,53.48667924804613,21.221691584401405,0.281912075355649,54.26354196993634,36291.28190529533
pythia-1.4b,math-pre-algebra,null-shot,pythia-1.4b,math-pre-algebra,null-shot,0,871,0.0,2024-05-16-07-21-38,7730.957520091849,8229,3700.5244400457223,116,16175,44.65583064844971,53.34810888301581,18.69000848795237,0.6603892799466848,53.766649031080306,38895.228494799696
pythia-1.4b,math-int-algebra,zero-shot,pythia-1.4b,math-int-algebra,zero-shot,0,903,0.0,2024-05-15-00-09-08,6247.440753045405,7050,3750.0401557953787,106,17134,41.04829105317741,53.29052677704021,21.62657106296275,0.5902530187740922,53.99006198672578,37066.6068210192
pythia-1.4b,math-int-algebra,null-shot,pythia-1.4b,math-int-algebra,null-shot,0,903,0.0,2024-05-15-10-26-56,6344.42746400886,6981,3323.8942419004147,88,15790,43.17604366643973,53.098219715990126,19.817840568401568,0.5093211550265551,53.69042581599206,38987.96743079508
pythia-1.4b,gsm8k,zero-shot,pythia-1.4b,gsm8k,zero-shot,11,1319,0.8339651250947688,2024-04-08-23-34-59,7192.304776345716,7846,5126.331071176688,49,18264,38.05939855571518,53.59295805299189,22.499086921405176,0.23675612302031368,54.755363082978874,50200.346694988315
pythia-1.4b,gsm8k,null-shot,pythia-1.4b,gsm8k,null-shot,11,1319,0.8339651250947688,2024-04-09-13-31-41,8542.078847611827,10031,4538.348147270946,48,19880,42.23169926672154,53.67655886092689,20.237862455865233,0.2509808880276978,54.71458085498307,55703.61133280571
pythia-1.4b,aqua,zero-shot,pythia-1.4b,aqua,zero-shot,56,254,22.04724409448819,2024-04-08-16-53-36,7079.185039370079,5818,4600.239506903801,111,16968,49.34963768113342,54.023664253996685,15.535910233037333,0.5279142200015485,150.88202527398244,12534.80797100789
pythia-1.4b,aqua,null-shot,pythia-1.4b,aqua,null-shot,60,254,23.62204724409449,2024-04-08-20-22-31,9147.72440944882,10175,4311.631090922242,84,16873,44.965424407891355,53.6285249160137,19.63087960117701,0.4729943999554962,145.65957859996706,11421.217799604405
pythia-1.4b,race-h,zero-shot,pythia-1.4b,race-h,zero-shot,740,3498,21.15494568324757,2024-04-15-20-48-46,10768.619210977702,11187,2853.14917446933,79,25751,48.011435495749815,49.885638043051586,8.779341527847183,0.2608007949311286,53.99719039793126,167944.00136413286
pythia-1.4b,race-h,null-shot,pythia-1.4b,race-h,null-shot,753,3498,21.526586620926246,2024-04-17-19-27-57,10096.60148656375,10678,3001.5999535026062,121,23536,47.11534090929229,49.6279849880375,10.262381141643235,0.44571307697333395,53.98244637902826,164809.46250070445
pythia-1.4b,math-geometry,zero-shot,pythia-1.4b,math-geometry,zero-shot,0,479,0.0,2024-05-13-23-19-59,7194.883089770355,8039,3689.303383009487,62,17344,43.77133411599813,52.411663345992565,19.120278227070234,0.3279121359810233,54.09388113813475,20966.469041563105
pythia-1.4b,math-geometry,null-shot,pythia-1.4b,math-geometry,null-shot,0,479,0.0,2024-05-14-05-09-27,7361.908141962422,7784,3594.16080778673,62,15094,44.98651563682611,52.44103282922879,17.559718948267555,0.32714570593088865,53.82114618783817,21548.540990039706
pythia-1.4b,math-count-prob,zero-shot,pythia-1.4b,math-count-prob,zero-shot,0,474,0.0,2024-05-13-11-25-02,7615.261603375528,8314,4050.0467949479676,110,31815,43.801577049773186,53.44211661396548,19.521538306625693,0.4113126080483198,54.03450663993135,20761.94752159249
pythia-1.4b,math-count-prob,null-shot,pythia-1.4b,math-count-prob,null-shot,0,474,0.0,2024-05-13-17-11-05,8240.130801687763,8914,3498.1269255289085,167,17370,46.69567559891919,53.279081971850246,16.517790574026957,0.9502192912623286,53.77565380325541,22133.750233887695
pythia-1.4b,math-pre-calc,zero-shot,pythia-1.4b,math-pre-calc,zero-shot,0,546,0.0,2024-05-16-18-09-54,6894.287545787546,8077,3990.3208000920285,96,15501,40.557427940329866,53.10903074964881,21.777772237884253,0.48464829102158546,53.96918712975457,22144.355655420106
pythia-1.4b,math-pre-calc,null-shot,pythia-1.4b,math-pre-calc,null-shot,0,546,0.0,2024-05-17-00-19-00,6627.758241758242,7803,3793.2155133295473,123,16096,40.10032325094539,52.879220178350806,21.73415320299063,0.6304030250757933,53.68230550503358,21894.77649501618
palm-2-chat,math-number,zero-shot,palm-2-chat,math-number,zero-shot,12,540,2.2222222222222223,2024-04-30-11-07-09,185.0222222222222,0,395.62596377118126,0,2726,5.109557213535946,4.900721300393343,2.03925555955363,1.5816035000607371,16.571270699612796,2759.160895309411
palm-2-chat,math-number,null-shot-cot,palm-2-chat,math-number,null-shot-cot,21,540,3.888888888888889,2024-04-30-13-34-54,327.0462962962963,0,521.1078722523008,0,3158,5.80989065980625,5.150730700232089,2.958414677789906,1.3286994001828134,25.588241999968886,3137.340956295375
palm-2-chat,math-number,zero-shot-cot,palm-2-chat,math-number,zero-shot-cot,15,540,2.7777777777777777,2024-04-30-12-45-20,204.79074074074074,0,423.3267614400299,0,2319,5.4727213235045955,5.074983099941164,2.654309695943858,1.5120715000666678,22.381327700335532,2955.2695146924816
palm-2-chat,math-number,null-shot,palm-2-chat,math-number,null-shot,32,540,5.9259259259259265,2024-04-30-11-53-26,466.9185185185185,327,573.7437749437423,0,3251,5.731285299443536,4.979812799952924,3.33401054392473,1.093150199856609,16.98721870034933,3094.8940616995096
palm-2-chat,math-algebra,zero-shot,palm-2-chat,math-algebra,zero-shot,42,1187,3.5383319292333613,2024-04-29-22-10-39,191.4709351305813,0,361.2595742527368,0,2759,5.015307229063643,4.997514899820089,1.8565971370649856,1.2477416000328958,17.54423449980095,5953.169680898543
palm-2-chat,math-algebra,null-shot-cot,palm-2-chat,math-algebra,null-shot-cot,84,1187,7.0766638584667225,2024-04-30-03-30-10,301.2089300758214,0,424.77557599558276,0,2693,5.227403836228305,4.852115400135517,2.6875085275305013,1.4513483000919223,24.633867499884218,6204.928353602998
palm-2-chat,math-algebra,zero-shot-cot,palm-2-chat,math-algebra,zero-shot-cot,50,1187,4.212299915754001,2024-04-30-01-38-21,220.14574557708508,0,387.95543585218195,0,2260,5.618640011633498,5.090578299947083,2.899792734727154,1.437835699878633,27.79623749991879,6669.325693808962
palm-2-chat,math-algebra,null-shot,palm-2-chat,math-algebra,null-shot,146,1187,12.299915754001685,2024-04-29-23-50-36,456.7624262847515,386,433.28057474155077,0,2306,5.41009384920003,4.616604899987578,3.479829800832351,1.1859751003794372,25.66629259986803,6421.781399000436
palm-2-chat,anli,zero-shot,palm-2-chat,anli,zero-shot,512,1200,42.66666666666667,2024-01-03-13-19-50,940.5033333333333,893,364.2159844408566,0,3673,3.8569645385909825,3.707465600222349,1.1608788996231245,1.3793334998190403,12.51705839857459,4628.357446309179
palm-2-chat,anli,null-shot-cot,palm-2-chat,anli,null-shot-cot,509,1200,42.41666666666667,2024-01-03-13-19-53,1287.1808333333333,1200,494.8131514009158,0,4658,5.207829216262326,4.887037102133036,1.7672919661815205,2.3171733990311623,18.85580150038004,6249.395059514791
palm-2-chat,anli,zero-shot-cot,palm-2-chat,anli,zero-shot-cot,522,1200,43.5,2024-01-03-13-19-52,1037.3766666666668,977,375.73492401189185,0,3745,4.1745886529237035,3.947783697396517,1.3179732272674598,1.9291322007775307,19.959721602499485,5009.506383508444
palm-2-chat,anli,null-shot,palm-2-chat,anli,null-shot,520,1200,43.333333333333336,2024-01-03-13-19-51,1038.0625,965,424.7949469180199,0,4658,4.202484760107472,3.9809421002864838,1.3716854453904888,1.4795932993292809,16.87545619904995,5042.981712128967
palm-2-chat,triviaqa,zero-shot,palm-2-chat,triviaqa,zero-shot,702,1000,70.19999999999999,2024-01-03-13-20-26,997.997,1001,618.8582075007166,0,3962,4.7383611883185806,4.5741207003593445,2.3000546769233865,0.9430684000253677,17.26277069747448,4738.36118831858
palm-2-chat,triviaqa,null-shot-cot,palm-2-chat,triviaqa,null-shot-cot,691,1000,69.1,2024-01-03-13-20-28,1320.976,1292,695.2354733642411,0,4586,6.119476213432849,5.753810800611973,2.5626670991474847,1.0202217027544975,17.402907200157642,6119.476213432848
palm-2-chat,triviaqa,zero-shot-cot,palm-2-chat,triviaqa,zero-shot-cot,706,1000,70.6,2024-01-03-13-20-27,1284.184,1249,627.0999219773513,0,4762,5.766148494888097,5.454250700771809,2.295807141118598,0.9088634997606277,18.671475399285555,5766.148494888097
palm-2-chat,triviaqa,null-shot,palm-2-chat,triviaqa,null-shot,701,1000,70.1,2024-01-03-13-20-26,1065.581,1070,712.3335914015285,0,9320,4.980533121712506,4.887268900871277,2.469156037632341,0.9323281981050968,19.27046550065279,4980.533121712506
palm-2-chat,halueval-summarization,zero-shot,palm-2-chat,halueval-summarization,zero-shot,62,10000,0.62,2024-04-11-01-08-44,721.8638,406,710.8592786547582,0,6185,3.6956930983207887,2.686902299989015,2.5866868906915883,1.3133837000932544,28.04620820004493,36956.93098320789
palm-2-chat,halueval-summarization,null-shot,palm-2-chat,halueval-summarization,null-shot,150,10000,1.5,2024-04-11-11-31-13,809.5375,474,799.2217095360808,0,6167,3.9972525837802095,2.9402660001069307,2.869614126561387,1.3466161000542343,33.04699599999003,39972.525837802095
palm-2-chat,race-m,zero-shot,palm-2-chat,race-m,zero-shot,1056,1436,73.53760445682451,2024-01-03-13-20-12,737.766016713092,704,452.6517500371669,0,2797,3.5323256438048065,3.341177199035883,1.5963332740810996,1.0240644998848438,21.61748730018735,5072.419624503702
palm-2-chat,race-m,null-shot-cot,palm-2-chat,race-m,null-shot-cot,1033,1436,71.93593314763231,2024-01-03-13-20-16,852.9888579387186,810,452.9789081632354,0,4027,3.931216847662578,3.6599624007940292,1.5442473049877605,1.2678900994360447,19.487682800740004,5645.227393243462
palm-2-chat,race-m,zero-shot-cot,palm-2-chat,race-m,zero-shot-cot,1028,1436,71.58774373259052,2024-01-03-13-20-15,851.0362116991644,795,464.5621340623769,0,4048,3.9419568589081715,3.688926201313734,1.5604233062278716,1.3890467025339603,17.228672299534082,5660.650049392134
palm-2-chat,race-m,null-shot,palm-2-chat,race-m,null-shot,1067,1436,74.30362116991644,2024-01-03-13-20-13,746.8189415041783,700,453.0071842703496,0,3289,3.4968578770502488,3.283372201025486,1.5302574553273764,0.9094566032290459,13.037568498402834,5021.487911444157
palm-2-chat,strategyqa,zero-shot,palm-2-chat,strategyqa,zero-shot,1322,2290,57.72925764192139,2024-01-03-13-20-18,877.1419213973799,851,580.6940121557245,0,5509,3.9985289969050437,3.92029170319438,2.0142841168527537,0.9327392987906933,17.352367500017863,9156.63140291255
palm-2-chat,strategyqa,null-shot-cot,palm-2-chat,strategyqa,null-shot-cot,1377,2290,60.13100436681222,2024-01-03-13-20-24,1063.4340611353712,1030,623.2408418597978,0,4753,4.840327452404595,4.558982901275158,2.3652739290536156,1.0189846009016037,27.39078989997506,11084.349866006523
palm-2-chat,strategyqa,zero-shot-cot,palm-2-chat,strategyqa,zero-shot-cot,1200,2290,52.40174672489083,2024-01-03-13-20-21,963.4393013100437,925,561.3826124685771,0,4778,4.282884403306779,4.122704200446606,1.9368972891005387,0.9410287030041218,17.316407598555088,9807.805283572525
palm-2-chat,strategyqa,null-shot,palm-2-chat,strategyqa,null-shot,1344,2290,58.689956331877724,2024-01-03-13-20-20,966.6017467248909,925,619.3023504070185,0,6185,4.417534959947438,4.1557032987475395,2.339485421599952,0.9973797984421253,24.74995329976082,10116.155058279634
palm-2-chat,winogrande,zero-shot,palm-2-chat,winogrande,zero-shot,717,1267,56.590370955011835,2024-01-03-13-20-29,534.3827940015785,380,412.6033824144938,0,3450,2.668015983899513,2.1501465998589993,1.4442836773162089,0.9618590995669365,17.111771501600742,3380.3762516006827
palm-2-chat,winogrande,null-shot-cot,palm-2-chat,winogrande,null-shot-cot,724,1267,57.14285714285714,2024-01-03-13-20-31,947.6164167324388,858,514.8869206960052,0,4957,4.255518057934157,3.88468050211668,1.898318851982642,1.3710843995213509,17.326999001204967,5391.741379402578
palm-2-chat,winogrande,zero-shot-cot,palm-2-chat,winogrande,zero-shot-cot,758,1267,59.826361483820044,2024-01-03-13-20-31,674.692186266772,615,396.85328567288445,0,4464,3.1531028561970333,2.9456552006304264,1.3879717781854237,1.308891799300909,17.330433398485184,3994.9813188016415
palm-2-chat,winogrande,null-shot,palm-2-chat,winogrande,null-shot,767,1267,60.53670086819258,2024-01-03-13-20-30,723.5035516969218,590,561.5405427601748,0,4893,3.3666403545441597,2.919928800314665,1.9563302104085516,0.9705449007451534,18.59882290288806,4265.53332920745
palm-2-chat,math-pre-algebra,zero-shot,palm-2-chat,math-pre-algebra,zero-shot,61,871,7.003444316877153,2024-04-30-21-47-34,168.2732491389208,0,287.834850608279,0,1857,4.640385682998283,4.78053930029273,1.9566344135600755,1.1083124000579119,20.57661519991234,4041.7759298915043
palm-2-chat,math-pre-algebra,null-shot-cot,palm-2-chat,math-pre-algebra,null-shot-cot,82,871,9.414466130884042,2024-05-01-01-19-09,258.556831228473,0,379.2454847459333,0,2853,4.91221439954103,4.677352599799633,2.861497137750713,1.0869614002294838,22.111411300022155,4278.538742000237
palm-2-chat,math-pre-algebra,zero-shot-cot,palm-2-chat,math-pre-algebra,zero-shot-cot,59,871,6.77382319173364,2024-04-30-23-59-35,204.97129735935707,0,349.2914564718375,0,3373,5.4458835056216275,4.89860749989748,3.4489773769361936,1.3157154996879399,29.432078199926764,4743.364533396438
palm-2-chat,math-pre-algebra,null-shot,palm-2-chat,math-pre-algebra,null-shot,132,871,15.154994259471872,2024-04-30-22-55-26,325.6670493685419,260,360.56498821746885,0,2634,4.383378429970267,4.221503600012511,2.601528097047463,0.9953805999830365,20.909061199985445,3817.9226125041023
palm-2-chat,math-int-algebra,zero-shot,palm-2-chat,math-int-algebra,zero-shot,37,903,4.097452934662237,2024-04-30-14-27-30,512.6434108527131,254,629.8658624081228,0,2876,7.046083975299689,5.50705000013113,4.2439630010331975,1.30370320007205,35.35868059983477,6362.61382969562
palm-2-chat,math-int-algebra,null-shot-cot,palm-2-chat,math-int-algebra,null-shot-cot,36,903,3.9867109634551494,2024-04-30-19-57-35,605.796234772979,481,659.8467576947743,0,3176,7.2692093236999975,5.615778499748558,4.342318687269149,1.7361282999627292,35.813787899911404,6564.096019301098
palm-2-chat,math-int-algebra,zero-shot-cot,palm-2-chat,math-int-algebra,zero-shot-cot,26,903,2.8792912513842746,2024-04-30-18-08-24,563.9446290143965,343,664.9605882054218,0,3042,7.183282844081278,5.545428199693561,4.1203935343688105,1.7442267998121679,35.71191060030833,6486.504408205394
palm-2-chat,math-int-algebra,null-shot,palm-2-chat,math-int-algebra,null-shot,66,903,7.308970099667775,2024-04-30-16-14-06,876.0387596899225,775,589.0835588019175,0,2772,7.556626933889313,6.0523286000825465,4.285541970762155,1.4357310002669692,30.881225999910384,6823.63412130205
palm-2-chat,gsm8k,zero-shot,palm-2-chat,gsm8k,zero-shot,711,1319,53.904473085670965,2024-01-03-13-19-54,308.94541319181195,269,191.2827178349955,0,3335,2.5865880015155778,2.360437199473381,1.2796421174747932,0.9801617003977299,17.37362739816308,3411.7095739990473
palm-2-chat,gsm8k,null-shot-cot,palm-2-chat,gsm8k,null-shot-cot,710,1319,53.82865807429871,2024-01-03-13-19-57,417.3949962092494,337,292.08310065005264,0,2709,3.0644223640522466,2.6824428997933865,1.5933662757351787,1.3692424967885017,17.3272846005857,4041.9730981849134
palm-2-chat,gsm8k,zero-shot-cot,palm-2-chat,gsm8k,zero-shot-cot,768,1319,58.22592873388931,2024-01-03-13-19-56,347.82183472327523,297,196.50260312138343,0,1656,2.7377626728478304,2.488595299422741,1.2619740011578282,1.1530691981315613,17.246853299438953,3611.108965486288
palm-2-chat,gsm8k,null-shot,palm-2-chat,gsm8k,null-shot,727,1319,55.117513267627,2024-01-03-13-19-55,335.1592115238817,283,212.15128738265955,0,2166,2.709102596214904,2.435233101248741,1.3201777900418692,1.096865002065897,19.41609290242195,3573.3063244074583
palm-2-chat,aqua,zero-shot,palm-2-chat,aqua,zero-shot,38,254,14.960629921259844,2024-01-03-13-19-54,608.8661417322835,481,462.8842453590844,0,3749,4.364727345996836,3.3113122080103494,3.117833474669662,1.4209911669895519,17.405688625003677,1108.6407458831964
palm-2-chat,aqua,null-shot-cot,palm-2-chat,aqua,null-shot-cot,32,254,12.598425196850393,2024-01-03-13-19-54,790.7401574803149,643,521.856546683579,127,3154,5.37570593322377,4.315446624998003,3.446408807529944,1.6777100420149509,17.42860083299456,1365.4293070388376
palm-2-chat,aqua,zero-shot-cot,palm-2-chat,aqua,zero-shot-cot,34,254,13.385826771653544,2024-01-03-13-19-54,606.7834645669292,461,450.5467679611965,102,3530,4.387210055936736,3.275448000000324,3.2331004422808935,1.6345939160091802,17.412910292012384,1114.3513542079309
palm-2-chat,aqua,null-shot,palm-2-chat,aqua,null-shot,40,254,15.748031496062993,2024-01-03-13-19-54,725.6299212598425,583,476.2457233676519,59,3019,4.997822570268937,3.994062624988146,3.2080175972569416,1.171217750001233,17.34476033298415,1269.44693284831
palm-2-chat,halueval-qa,zero-shot,palm-2-chat,halueval-qa,zero-shot,1170,10000,11.700000000000001,2024-04-10-06-12-40,708.8785,599,525.1576101874075,0,4894,3.3320494893898025,2.8806781999301165,2.0534656596404433,1.0600517999846488,21.346755699953064,33320.49489389802
palm-2-chat,halueval-qa,null-shot,palm-2-chat,halueval-qa,null-shot,1903,10000,19.03,2024-04-10-15-33-25,716.106,608,523.8466975785952,0,4771,3.418872274098557,2.938733599963598,2.209512922740701,1.0328924999339506,32.80130769999232,34188.72274098557
palm-2-chat,race-h,zero-shot,palm-2-chat,race-h,zero-shot,2345,3498,67.03830760434533,2024-01-03-13-19-59,965.429388221841,909,499.4040705567463,0,4446,4.212219027509479,3.9104983024299145,1.6791867406509902,1.2032114006578922,25.76120550185442,14734.342158228159
palm-2-chat,race-h,null-shot-cot,palm-2-chat,race-h,null-shot-cot,2293,3498,65.55174385363065,2024-01-03-13-20-09,1084.7675814751287,1013,534.202421906817,0,4801,4.5961876087031275,4.238223399966955,1.7127816566345924,1.3834920972585678,17.611496102064848,16077.46425524354
palm-2-chat,race-h,zero-shot-cot,palm-2-chat,race-h,zero-shot-cot,2275,3498,65.03716409376786,2024-01-03-13-20-06,1056.7647226986849,997,508.13782536009626,0,4120,4.513489978461435,4.220037300139666,1.656104176056041,1.301960401237011,28.09097619727254,15788.1879446581
palm-2-chat,race-h,null-shot,palm-2-chat,race-h,null-shot,2361,3498,67.49571183533448,2024-01-03-13-20-02,980.0134362492853,919,483.7428722845789,0,3649,4.203545092962354,3.9074160009622574,1.6123331771798708,1.233000498265028,17.611753698438406,14704.000735182315
palm-2-chat,halueval-general,zero-shot,palm-2-chat,halueval-general,zero-shot,375,4507,8.320390503660972,2024-04-09-22-31-00,640.7401819392056,485,534.0627885097307,0,6167,3.0003277745508004,2.305281799985096,2.265467002865184,1.0072849999414757,23.35844310000539,13522.477279900457
palm-2-chat,halueval-general,null-shot,palm-2-chat,halueval-general,null-shot,471,4507,10.45041047259818,2024-04-10-02-18-59,699.1235855336143,527,586.9144760614876,0,6167,3.0769724121360094,2.411695900023915,2.1991799511781607,0.9778999999398366,20.778275199932978,13867.914661496994
palm-2-chat,halueval-dialogue,zero-shot,palm-2-chat,halueval-dialogue,zero-shot,878,10000,8.780000000000001,2024-04-11-22-44-10,792.8009,726,518.1342253308401,0,5195,3.585056007869844,3.166951199993491,2.3078938473278536,1.019663300132379,42.25020070001483,35850.56007869844
palm-2-chat,halueval-dialogue,null-shot,palm-2-chat,halueval-dialogue,null-shot,892,10000,8.92,2024-04-12-08-51-43,851.3331,795,507.764154843948,0,5150,3.6245555015512507,3.330449700122699,1.9140272111128214,1.0460433000698686,34.00326090003364,36245.55501551251
palm-2-chat,math-geometry,zero-shot,palm-2-chat,math-geometry,zero-shot,27,479,5.6367432150313155,2024-04-30-08-12-07,469.29853862212946,392,512.3126090711731,0,3053,6.207147369729958,5.007384900003672,3.962215191965266,1.3114380002953112,27.139418799895793,2973.2235901006497
palm-2-chat,math-geometry,null-shot-cot,palm-2-chat,math-geometry,null-shot-cot,35,479,7.306889352818372,2024-04-30-10-24-37,532.6409185803758,449,520.0597007603039,0,2706,5.290582462010754,4.694852000102401,3.2238511645165997,1.3664210001006722,23.525728299748152,2534.188999303151
palm-2-chat,math-geometry,zero-shot-cot,palm-2-chat,math-geometry,zero-shot-cot,26,479,5.427974947807933,2024-04-30-09-43-33,502.7640918580376,465,498.49160018381446,0,2363,5.106527641137561,4.691729600075632,2.5317739292188324,1.4090443002060056,24.095713200047612,2446.0267401048914
palm-2-chat,math-geometry,null-shot,palm-2-chat,math-geometry,null-shot,40,479,8.350730688935283,2024-04-30-09-01-58,634.3256784968685,562,469.49224826164647,0,2946,5.1706621747430885,4.386690200306475,3.1321614269824627,1.3915820000693202,19.519982599653304,2476.7471817019396
palm-2-chat,math-count-prob,zero-shot,palm-2-chat,math-count-prob,zero-shot,23,474,4.852320675105485,2024-04-30-05-14-17,419.5210970464135,195,575.5566014334726,0,3296,5.082710528482962,4.774195999838412,2.805466153173658,1.3620052002370358,22.886481100227684,2409.204790500924
palm-2-chat,math-count-prob,null-shot-cot,palm-2-chat,math-count-prob,null-shot-cot,27,474,5.69620253164557,2024-04-30-07-21-55,577.2257383966245,498,597.791944187816,0,3199,6.318912332904042,5.068898799829185,4.2215402477076625,1.4618492000736296,29.633168899919838,2995.164445796516
palm-2-chat,math-count-prob,zero-shot-cot,palm-2-chat,math-count-prob,zero-shot-cot,20,474,4.219409282700422,2024-04-30-06-38-54,450.6603375527426,226,581.4068132725283,0,2931,5.409093897702283,4.887288199737668,2.99455723908122,1.3877738998271525,27.777714400086552,2563.910507510882
palm-2-chat,math-count-prob,null-shot,palm-2-chat,math-count-prob,null-shot,49,474,10.337552742616033,2024-04-30-05-54-43,720.1645569620254,628,625.5576907031029,0,4115,5.556227289647147,4.7110544997267425,3.4168336127675927,1.4265333996154368,21.651133500039577,2633.6517352927476
palm-2-chat,math-pre-calc,zero-shot,palm-2-chat,math-pre-calc,zero-shot,18,546,3.296703296703297,2024-05-01-02-30-58,610.57326007326,443,664.8810788619026,0,2661,6.916341787007989,5.483016199897975,4.202085759250748,1.184934699907899,33.86456499993801,3776.322615706362
palm-2-chat,math-pre-calc,null-shot-cot,palm-2-chat,math-pre-calc,null-shot-cot,19,546,3.47985347985348,2024-05-01-05-50-22,698.3516483516484,597,700.2000374611928,0,3002,7.058199878576495,5.5269702998921275,4.109945090627945,1.70469109993428,26.320569900330156,3853.777133702766
palm-2-chat,math-pre-calc,zero-shot-cot,palm-2-chat,math-pre-calc,zero-shot-cot,18,546,3.296703296703297,2024-05-01-04-46-05,681.6721611721612,577,721.0769371559875,0,3737,7.0266640192313945,5.583737200126052,3.7652128945237786,1.6486096000298858,21.71201779972762,3836.5585545003414
palm-2-chat,math-pre-calc,null-shot,palm-2-chat,math-pre-calc,null-shot,33,546,6.043956043956044,2024-05-01-03-34-14,932.492673992674,806,641.4783955813414,0,3500,7.856311923642592,6.218530700076371,4.710779296497068,1.4892992000095546,28.002238500397652,4289.546310308855
claude-3-opus,math-number,zero-shot,claude-3-opus,math-number,zero-shot,364,540,67.4074074074074,2024-05-04-17-10-43,880.8296296296296,807,549.5868049354192,166,9167,14.424019839062735,13.232441800180823,7.413359902997446,3.5873326999135315,114.18523050006479,7788.970713093877
claude-3-opus,math-number,null-shot-cot,claude-3-opus,math-number,null-shot-cot,351,540,65.0,2024-05-05-10-25-31,974.7685185185185,911,385.55260981459105,237,4087,15.79927631095138,14.918101400136948,6.025314288495705,4.502889400348067,67.52733620023355,8531.609207913745
claude-3-opus,math-number,zero-shot-cot,claude-3-opus,math-number,zero-shot-cot,357,540,66.11111111111111,2024-05-04-21-31-49,977.0592592592593,918,365.6576877852953,285,4462,15.573437842605118,14.854356499854475,5.551233736320136,5.616876400075853,69.28621359961107,8409.656435006764
claude-3-opus,math-number,null-shot,claude-3-opus,math-number,null-shot,337,540,62.40740740740741,2024-05-04-19-20-54,910.5962962962963,872,317.33490893806027,290,2390,14.506676269826238,13.721947900019586,5.003927977978652,5.399551599752158,38.09308899985626,7833.605185706168
claude-3-opus,math-algebra,zero-shot,claude-3-opus,math-algebra,zero-shot,892,1187,75.14743049705139,2024-05-03-06-40-42,743.318449873631,689,368.62076962570944,134,8230,13.095713102789917,12.078211299609393,6.213261435900987,3.3313397001475096,132.46212140005082,15544.611453011632
claude-3-opus,math-algebra,null-shot-cot,claude-3-opus,math-algebra,null-shot-cot,880,1187,74.13647851727043,2024-05-03-20-22-28,832.3555181128896,775,318.45060079794683,230,2647,14.676910027375534,13.471014000009745,5.444042867383584,4.724289300385863,45.93205979978666,17421.49220249476
claude-3-opus,math-algebra,zero-shot-cot,claude-3-opus,math-algebra,zero-shot-cot,890,1187,74.97893850042124,2024-05-03-15-38-38,830.6697556866048,782,314.2401736353797,247,2870,14.305559611880858,13.344271099660546,5.22417298821227,5.325349799823016,55.50445180013776,16980.69925930258
claude-3-opus,math-algebra,null-shot,claude-3-opus,math-algebra,null-shot,871,1187,73.37826453243471,2024-05-03-11-00-34,809.6234203875316,774,336.94895314453896,157,2490,14.014161401009305,12.914200999774039,5.70875080606796,4.301883700303733,58.00290479976684,16634.809582998045
claude-3-opus,anli,zero-shot,claude-3-opus,anli,zero-shot,728,1200,60.66666666666667,2024-04-17-02-11-41,491.62583333333333,467,151.04477536800874,161,1112,6.2560446980845885,6.046889799879864,1.7852351978093666,2.6774460000451654,13.200447899987921,7507.253637701506
claude-3-opus,anli,null-shot-cot,claude-3-opus,anli,null-shot-cot,709,1200,59.08333333333333,2024-04-18-03-02-18,1142.375,1148,275.70514027670936,298,2107,13.205342717832343,13.29006679984741,3.164603236600506,3.9027637001127005,23.28810349991545,15846.41126139881
claude-3-opus,anli,zero-shot-cot,claude-3-opus,anli,zero-shot-cot,685,1200,57.08333333333333,2024-04-17-23-17-34,912.5708333333333,905,212.1840592095429,293,1888,11.206124530501548,10.986433699959889,2.6592169353748205,3.9178498000837862,28.614534799940884,13447.349436601857
claude-3-opus,anli,null-shot,claude-3-opus,anli,null-shot,653,1200,54.41666666666667,2024-04-17-04-17-22,537.165,478,233.02417494400274,167,1845,6.736904331586363,6.0601353999227285,2.653041826680399,2.418325499864295,22.391142399981618,8084.285197903635
